Geography,Cases,Rate per 100000
"Black Hawk County, IA","675","533.0"
"Boone County, IA","36","137.0"
"Bremer County, IA","29","123.1"
"Buchanan County, IA","20","95.6"
"Buena Vista County, IA","22","112.1"
"Butler County, IA","18","123.0"
"Calhoun County, IA","6","59.2"
"Carroll County, IA","19","91.5"
"Cass County, IA","9","64.6"
"Cedar County, IA","24","133.7"
"Cerro Gordo County, IA","85","192.7"
"Cherokee County, IA","6","50.7"
"Chickasaw County, IA","16","129.4"
"Clarke County, IA","26","287.1"
"Clay County, IA","26","155.7"
"Clayton County, IA","11","61.9"
"Clinton County, IA","146","295.8"
"Crawford County, IA","31","187.9"
"Dallas County, IA","70","127.2"
"Davis County, IA","5","58.7"
"Decatur County, IA","10","119.7"
"Delaware County, IA","9","51.3"
"Des Moines County, IA","166","409.5"
"Dickinson County, IA","11","66.2"
"Dubuque County, IA","283","309.5"
"Emmet County, IA","14","135.0"
"Fayette County, IA","29","139.8"
"Floyd County, IA","19","115.8"
"Franklin County, IA","17","160.7"
"Fremont County, IA","7","93.0"
"Greene County, IA","4","41.9"
"Grundy County, IA","10","81.8"
"Guthrie County, IA","10","90.3"
"Hamilton County, IA","13","82.6"
"Hancock County, IA","16","139.2"
"Hardin County, IA","21","119.1"
"Harrison County, IA","8","51.5"
"Henry County, IA","53","263.3"
"Howard County, IA","8","83.9"
"Humboldt County, IA","23","236.0"
"Ida County, IA","4","57.0"
"Iowa County, IA","29","182.1"
"Jackson County, IA","29","145.1"
"Jasper County, IA","35","95.1"
"Jefferson County, IA","16","103.3"
"Johnson County, IA","501","406.6"
"Jones County, IA","19","93.3"
"Keokuk County, IA","11","102.6"
"Kossuth County, IA","10","63.6"
"Lee County, IA","84","233.2"
"Linn County, IA","773","382.6"
"Louisa County, IA","18","152.4"
"Lucas County, IA","12","127.0"
"Lyon County, IA","3","26.4"
"Madison County, IA","27","178.0"
"Mahaska County, IA","45","204.5"
"Marion County, IA","40","121.8"
"Marshall County, IA","148","380.1"
"Mills County, IA","22","145.1"
"Mitchell County, IA","5","46.3"
"Monona County, IA","13","141.1"
"Monroe County, IA","8","105.0"
"Montgomery County, IA","15","134.8"
"Muscatine County, IA","95","224.8"
"O'brien County, IA","7","49.4"
"Osceola County, IA","2","30.5"
"Page County, IA","24","149.7"
"Palo Alto County, IA","15","159.6"
"Plymouth County, IA","29","118.6"
"Pocahontas County, IA","8","104.8"
"Polk County, IA","1,780","435.6"
"Pottawattamie County, IA","242","270.5"
"Poweshiek County, IA","28","149.9"
"Ringgold County, IA","3","58.8"
"Sac County, IA","9","86.0"
"Scott County, IA","898","555.9"
"Shelby County, IA","13","106.0"
"Sioux County, IA","27","84.0"
"Story County, IA","261","312.5"
"Tama County, IA","47","264.0"
"Taylor County, IA","5","76.4"
"Union County, IA","18","150.1"
"Van Buren County, IA","11","144.4"
"Wapello County, IA","116","325.0"
"Warren County, IA","61","139.6"
"Washington County, IA","31","146.5"
"Wayne County, IA","4","62.6"
"Webster County, IA","174","450.6"
"Winnebago County, IA","18","163.8"
"Winneshiek County, IA","31","149.4"
"Woodbury County, IA","435","428.7"
"Worth County, IA","6","78.8"
"Wright County, IA","22","166.9"
"Allen County, KS","19","140.7"
"Anderson County, KS","11","140.4"
"Atchison County, KS","45","271.4"
"Barber County, KS","3","62.2"
"Barton County, KS","39","141.0"
"Bourbon County, KS","38","257.5"
"Brown County, KS","11","108.9"
"Butler County, KS","104","166.7"
"Chase County, KS","1","33.8"
"Chautauqua County, KS","2","51.9"
"Cherokee County, KS","39","182.0"
"Cheyenne County, KS","0","0.0"
"Clark County, KS","1","46.7"
"Clay County, KS","16","186.5"
"Cloud County, KS","17","181.3"
"Coffey County, KS","15","175.1"
"Comanche County, KS","0","0.0"
"Cowley County, KS","73","214.1"
"Crawford County, KS","109","281.5"
"Decatur County, KS","0","0.0"
"Dickinson County, KS","21","111.3"
"Doniphan County, KS","13","167.7"
"Douglas County, KS","370","328.7"
"Edwards County, KS","4","128.6"
"Elk County, KS","4","132.8"
"Ellis County, KS","68","249.7"
"Ellsworth County, KS","3","47.8"
"Finney County, KS","86","211.2"
"Ford County, KS","88","271.3"
"Franklin County, KS","47","179.0"
"Geary County, KS","330","1135.8"
"Gove County, KS","0","0.0"
"Graham County, KS","0","0.0"
"Grant County, KS","20","268.1"
"Gray County, KS","6","101.7"
"Greeley County, KS","0","0.0"
"Greenwood County, KS","10","145.0"
"Hamilton County, KS","2","78.5"
"Harper County, KS","8","137.7"
"Harvey County, KS","49","145.9"
"Haskell County, KS","11","271.9"
"Hodgeman County, KS","0","0.0"
"Jackson County, KS","23","172.5"
"Jefferson County, KS","25","135.2"
"Jewell County, KS","0","0.0"
"Johnson County, KS","899","174.1"
"Kearny County, KS","4","94.9"
"Kingman County, KS","4","50.7"
"Kiowa County, KS","1","34.2"
"Labette County, KS","49","223.1"
"Lane County, KS","1","57.0"
"Leavenworth County, KS","174","241.0"
"Lincoln County, KS","4","122.1"
"Linn County, KS","10","102.9"
"Logan County, KS","0","0.0"
"Lyon County, KS","119","334.4"
"Mcpherson County, KS","33","113.8"
"Marion County, KS","15","121.3"
"Marshall County, KS","1","9.9"
"Meade County, KS","2","45.1"
"Miami County, KS","31","102.8"
"Mitchell County, KS","8","126.7"
"Montgomery County, KS","74","215.8"
"Morris County, KS","3","50.6"
"Morton County, KS","5","158.9"
"Nemaha County, KS","6","58.9"
"Neosho County, KS","52","322.7"
"Ness County, KS","0","0.0"
"Norton County, KS","3","54.4"
"Osage County, KS","30","182.1"
"Osborne County, KS","0","0.0"
"Ottawa County, KS","4","66.5"
"Pawnee County, KS","3","46.4"
"Phillips County, KS","2","37.7"
"Pottawatomie County, KS","11","58.1"
"Pratt County, KS","16","169.6"
"Rawlins County, KS","1","38.8"
"Reno County, KS","164","259.2"
"Republic County, KS","3","60.4"
"Rice County, KS","17","167.4"
"Riley County, KS","328","483.4"
"Rooks County, KS","1","19.2"
"Rush County, KS","0","0.0"
"Russell County, KS","8","119.8"
"Saline County, KS","145","268.7"
"Scott County, KS","2","43.7"
"Sedgwick County, KS","2,118","452.7"
"Seward County, KS","44","195.8"
"Shawnee County, KS","705","408.5"
"Sheridan County, KS","0","0.0"
"Sherman County, KS","9","153.6"
"Smith County, KS","0","0.0"
"Stafford County, KS","13","296.6"
"Stanton County, KS","3","138.0"
"Stevens County, KS","4","77.3"
"Sumner County, KS","24","99.9"
"Thomas County, KS","10","134.0"
"Trego County, KS","7","236.8"
"Wabaunsee County, KS","6","89.8"
"Wallace County, KS","0","0.0"
"Washington County, KS","3","51.4"
"Wichita County, KS","1","45.4"
"Wilson County, KS","9","92.3"
"Woodson County, KS","4","118.5"
"Wyandotte County, KS","905","591.9"
"Adair County, KY","15","84.2"
"Allen County, KY","33","176.6"
"Anderson County, KY","17","81.9"
"Ballard County, KY","11","134.6"
"Barren County, KY","57","140.6"
"Bath County, KY","23","198.4"
"Bell County, KY","82","281.6"
"Boone County, KY","145","132.1"
"Bourbon County, KY","21","107.3"
"Boyd County, KY","103","211.4"
"Boyle County, KY","65","226.2"
"Bracken County, KY","12","139.7"
"Breathitt County, KY","9","57.6"
"Breckinridge County, KY","22","116.3"
"Bullitt County, KY","75","103.7"
"Butler County, KY","22","164.4"
"Caldwell County, KY","10","78.4"
"Calloway County, KY","76","211.0"
"Campbell County, KY","200","229.4"
"Carlisle County, KY","1","19.0"
"Carroll County, KY","16","153.2"
"Carter County, KY","19","69.4"
"Casey County, KY","19","117.1"
"Christian County, KY","358","456.3"
"Clark County, KY","55","156.2"
"Clay County, KY","34","142.3"
"Clinton County, KY","8","85.6"
"Crittenden County, KY","8","88.0"
"Cumberland County, KY","11","158.5"
"Daviess County, KY","322","344.9"
"Edmonson County, KY","12","100.9"
"Elliott County, KY","4","54.1"
"Estill County, KY","30","201.8"
"Fayette County, KY","626","220.9"
"Fleming County, KY","10","69.1"
"Floyd County, KY","29","69.2"
"Franklin County, KY","213","439.4"
"Fulton County, KY","22","320.3"
"Gallatin County, KY","10","124.9"
"Garrard County, KY","20","120.0"
"Grant County, KY","55","222.3"
"Graves County, KY","85","227.3"
"Grayson County, KY","36","143.2"
"Green County, KY","12","104.5"
"Greenup County, KY","38","101.7"
"Hancock County, KY","5","58.3"
"Hardin County, KY","270","284.5"
"Harlan County, KY","43","138.5"
"Harrison County, KY","30","163.8"
"Hart County, KY","23","126.3"
"Henderson County, KY","78","172.6"
"Henry County, KY","19","120.8"
"Hickman County, KY","8","161.9"
"Hopkins County, KY","110","238.1"
"Jackson County, KY","10","74.5"
"Jefferson County, KY","2,474","351.0"
"Jessamine County, KY","41","91.9"
"Johnson County, KY","34","142.3"
"Kenton County, KY","473","304.7"
"Knott County, KY","15","87.0"
"Knox County, KY","40","124.6"
"Larue County, KY","13","96.0"
"Laurel County, KY","52","91.7"
"Lawrence County, KY","20","123.4"
"Lee County, KY","6","81.1"
"Leslie County, KY","4","34.1"
"Letcher County, KY","10","41.6"
"Lewis County, KY","13","92.8"
"Lincoln County, KY","40","159.7"
"Livingston County, KY","7","72.7"
"Logan County, KY","39","144.4"
"Lyon County, KY","8","95.4"
"Mccracken County, KY","210","324.7"
"Mccreary County, KY","17","98.6"
"Mclean County, KY","9","92.9"
"Madison County, KY","189","233.9"
"Magoffin County, KY","14","106.7"
"Marion County, KY","40","208.5"
"Marshall County, KY","16","51.6"
"Martin County, KY","4","29.8"
"Mason County, KY","38","222.7"
"Meade County, KY","37","128.0"
"Menifee County, KY","15","223.2"
"Mercer County, KY","39","181.0"
"Metcalfe County, KY","7","69.5"
"Monroe County, KY","15","127.7"
"Montgomery County, KY","50","202.1"
"Morgan County, KY","10","70.4"
"Muhlenberg County, KY","51","162.2"
"Nelson County, KY","87","208.2"
"Nicholas County, KY","0","0.0"
"Ohio County, KY","29","123.8"
"Oldham County, KY","48","87.2"
"Owen County, KY","3","26.8"
"Owsley County, KY","1","21.6"
"Pendleton County, KY","10","66.6"
"Perry County, KY","38","130.3"
"Pike County, KY","51","77.6"
"Powell County, KY","27","199.9"
"Pulaski County, KY","49","82.3"
"Robertson County, KY","2","87.8"
"Rockcastle County, KY","10","60.6"
"Rowan County, KY","70","311.8"
"Russell County, KY","39","229.8"
"Scott County, KY","42","101.1"
"Shelby County, KY","117","296.0"
"Simpson County, KY","15","88.2"
"Spencer County, KY","8","50.0"
"Taylor County, KY","54","225.4"
"Todd County, KY","25","209.7"
"Trigg County, KY","15","114.5"
"Trimble County, KY","8","89.3"
"Union County, KY","54","358.7"
"Warren County, KY","291","283.2"
"Washington County, KY","20","176.0"
"Wayne County, KY","18","88.2"
"Webster County, KY","33","237.6"
"Whitley County, KY","51","134.6"
"Wolfe County, KY","4","56.2"
"Woodford County, KY","24","98.8"
"Acadia Parish, LA","247","414.7"
"Allen Parish, LA","78","305.6"
"Ascension Parish, LA","217","225.9"
"Assumption Parish, LA","82","356.4"
"Avoyelles Parish, LA","152","358.7"
"Beauregard Parish, LA","36","104.2"
"Bienville Parish, LA","86","576.4"
"Bossier Parish, LA","531","490.8"
"Caddo Parish, LA","2,146","850.6"
"Calcasieu Parish, LA","596","325.6"
"Caldwell Parish, LA","24","231.6"
"Cameron Parish, LA","3","40.5"
"Catahoula Parish, LA","36","346.2"
"Claiborne Parish, LA","73","444.5"
"Concordia Parish, LA","86","449.8"
"De Soto Parish, LA","157","602.3"
"East Baton Rouge Parish, LA","2,064","479.9"
"East Carroll Parish, LA","62","744.7"
"East Feliciana Parish, LA","61","290.2"
"Evangeline Parish, LA","140","391.8"
"Franklin Parish, LA","92","458.9"
"Grant Parish, LA","41","208.0"
"Iberia Parish, LA","388","520.4"
"Iberville Parish, LA","149","452.8"
"Jackson Parish, LA","71","467.0"
"Jefferson Parish, LA","1,439","342.6"
"Jefferson Davis Parish, LA","100","320.4"
"Lafayette Parish, LA","952","467.7"
"Lafourche Parish, LA","275","297.0"
"Lasalle Parish, LA","17","121.2"
"Lincoln Parish, LA","271","635.9"
"Livingston Parish, LA","167","146.9"
"Madison Parish, LA","100","837.0"
"Morehouse Parish, LA","182","624.1"
"Natchitoches Parish, LA","334","859.8"
"Orleans Parish, LA","1,131","542.0"
"Ouachita Parish, LA","922","614.4"
"Plaquemines Parish, LA","39","183.2"
"Pointe Coupee Parish, LA","101","450.9"
"Rapides Parish, LA","434","327.2"
"Red River Parish, LA","54","588.6"
"Richland Parish, LA","98","478.8"
"Sabine Parish, LA","53","224.8"
"St. Bernard Parish, LA","41","282.9"
"St. Charles Parish, LA","148","286.2"
"St. Helena Parish, LA","37","346.5"
"St. James Parish, LA","76","359.2"
"St. John The Baptist Parish, LA","214","447.2"
"St. Landry Parish, LA","350","385.7"
"St. Martin Parish, LA","185","361.9"
"St. Mary Parish, LA","257","497.9"
"St. Tammany Parish, LA","389","174.7"
"Tangipahoa Parish, LA","570","504.4"
"Tensas Parish, LA","17","284.0"
"Terrebonne Parish, LA","350","322.9"
"Union Parish, LA","95","415.7"
"Vermilion Parish, LA","147","265.3"
"Vernon Parish, LA","191","401.9"
"Washington Parish, LA","175","397.6"
"Webster Parish, LA","167","408.6"
"West Baton Rouge Parish, LA","87","392.3"
"West Carroll Parish, LA","20","172.0"
"West Feliciana Parish, LA","19","124.5"
"Winn Parish, LA","63","401.6"
"Androscoggin County, ME","318","297.1"
"Aroostook County, ME","64","88.6"
"Cumberland County, ME","652","238.0"
"Franklin County, ME","44","147.5"
"Hancock County, ME","63","118.2"
"Kennebec County, ME","182","150.9"
"Knox County, ME","72","176.0"
"Lincoln County, ME","41","117.6"
"Oxford County, ME","88","156.2"
"Penobscot County, ME","286","193.1"
"Piscataquis County, ME","17","99.1"
"Sagadahoc County, ME","59","161.6"
"Somerset County, ME","72","140.3"
"Waldo County, ME","36","93.6"
"Washington County, ME","32","97.8"
"York County, ME","280","139.9"
"Allegany County, MD","197","271.9"
"Anne Arundel County, MD","1,399","275.3"
"Baltimore County, MD","2,664","339.5"
"Calvert County, MD","176","201.0"
"Caroline County, MD","137","422.6"
"Carroll County, MD","146","86.7"
"Cecil County, MD","157","159.2"
"Charles County, MD","509","365.9"
"Dorchester County, MD","207","661.3"
"Frederick County, MD","404","182.3"
"Garrett County, MD","39","131.5"
"Harford County, MD","602","251.3"
"Howard County, MD","414","153.2"
"Kent County, MD","61","308.3"
"Montgomery County, MD","1,274","136.3"
"Prince George's County, MD","5,422","649.3"
"Queen Anne's County, MD","85","184.8"
"St. Mary's County, MD","248","252.3"
"Somerset County, MD","180","696.5"
"Talbot County, MD","88","244.0"
"Washington County, MD","411","286.9"
"Wicomico County, MD","558","604.5"
"Worcester County, MD","172","350.8"
"Baltimore City, MD","6,307","984.0"
"Barnstable County, MA","295","132.3"
"Berkshire County, MA","358","274.5"
"Bristol County, MA","1,059","194.8"
"Dukes County, MA","27","174.5"
"Essex County, MA","1,705","233.1"
"Franklin County, MA","131","182.5"
"Hampden County, MA","2,504","536.6"
"Hampshire County, MA","245","158.5"
"Middlesex County, MA","2,013","137.3"
"Nantucket County, MA","25","231.7"
"Norfolk County, MA","704","107.8"
"Plymouth County, MA","858","175.4"
"Suffolk County, MA","4,085","569.8"
"Worcester County, MA","1,374","173.3"
"Alcona County, MI","4","34.9"
"Alger County, MI","8","83.6"
"Allegan County, MI","226","201.0"
"Alpena County, MI","20","67.2"
"Antrim County, MI","22","90.9"
"Arenac County, MI","15","89.3"
"Baraga County, MI","12","137.3"
"Barry County, MI","85","144.4"
"Bay County, MI","211","195.2"
"Benzie County, MI","17","96.8"
"Berrien County, MI","757","473.8"
"Branch County, MI","69","148.9"
"Calhoun County, MI","692","503.3"
"Cass County, MI","96","189.9"
"Charlevoix County, MI","27","103.4"
"Cheboygan County, MI","32","118.5"
"Chippewa County, MI","46","119.2"
"Clare County, MI","43","138.6"
"Clinton County, MI","97","139.8"
"Crawford County, MI","23","157.0"
"Delta County, MI","43","114.0"
"Dickinson County, MI","25","92.2"
"Eaton County, MI","269","250.6"
"Emmet County, MI","49","146.5"
"Genesee County, MI","2,932","670.9"
"Gladwin County, MI","23","86.1"
"Gogebic County, MI","17","104.7"
"Grand Traverse County, MI","124","147.0"
"Gratiot County, MI","86","203.1"
"Hillsdale County, MI","57","122.0"
"Houghton County, MI","23","65.7"
"Huron County, MI","43","127.8"
"Ingham County, MI","1,817","651.3"
"Ionia County, MI","112","174.7"
"Iosco County, MI","19","71.7"
"Iron County, MI","10","83.5"
"Isabella County, MI","220","330.4"
"Jackson County, MI","646","396.9"
"Kalamazoo County, MI","1,317","541.7"
"Kalkaska County, MI","23","133.4"
"Kent County, MI","3,427","572.2"
"Keweenaw County, MI","9","414.4"
"Lake County, MI","20","180.1"
"Lapeer County, MI","90","97.4"
"Leelanau County, MI","25","114.4"
"Lenawee County, MI","165","162.8"
"Livingston County, MI","144","79.0"
"Luce County, MI","8","120.0"
"Mackinac County, MI","10","91.1"
"Macomb County, MI","1,392","168.1"
"Manistee County, MI","15","60.2"
"Marquette County, MI","110","168.7"
"Mason County, MI","41","142.4"
"Mecosta County, MI","117","277.4"
"Menominee County, MI","37","152.4"
"Midland County, MI","142","171.6"
"Missaukee County, MI","22","147.0"
"Monroe County, MI","248","161.8"
"Montcalm County, MI","119","188.4"
"Montmorency County, MI","1","9.7"
"Muskegon County, MI","1,193","685.1"
"Newaygo County, MI","84","170.7"
"Oakland County, MI","2,986","248.1"
"Oceana County, MI","48","171.3"
"Ogemaw County, MI","10","46.6"
"Ontonagon County, MI","5","70.6"
"Osceola County, MI","57","245.1"
"Oscoda County, MI","10","111.1"
"Otsego County, MI","44","181.5"
"Ottawa County, MI","513","200.0"
"Presque Isle County, MI","7","50.4"
"Roscommon County, MI","24","93.7"
"Saginaw County, MI","960","469.0"
"St. Clair County, MI","376","220.9"
"St. Joseph County, MI","166","266.1"
"Sanilac County, MI","52","118.4"
"Schoolcraft County, MI","7","81.1"
"Shiawassee County, MI","108","149.5"
"Tuscola County, MI","62","108.6"
"Van Buren County, MI","174","222.8"
"Washtenaw County, MI","1,095","316.8"
"Wayne County, MI","12,213","607.9"
"Wexford County, MI","60","189.7"
"Aitkin County, MN","12","75.6"
"Anoka County, MN","615","189.8"
"Becker County, MN","23","72.2"
"Beltrami County, MN","141","327.6"
"Benton County, MN","38","97.4"
"Big Stone County, MN","8","149.8"
"Blue Earth County, MN","185","311.4"
"Brown County, MN","20","76.7"
"Carlton County, MN","50","148.2"
"Carver County, MN","88","101.6"
"Cass County, MN","49","170.5"
"Chippewa County, MN","23","185.5"
"Chisago County, MN","96","194.4"
"Clay County, MN","52","96.1"
"Clearwater County, MN","7","85.6"
"Cook County, MN","8","148.8"
"Cottonwood County, MN","14","122.5"
"Crow Wing County, MN","94","155.1"
"Dakota County, MN","721","187.1"
"Dodge County, MN","15","77.2"
"Douglas County, MN","21","59.1"
"Faribault County, MN","23","153.2"
"Fillmore County, MN","29","138.5"
"Freeborn County, MN","59","188.0"
"Goodhue County, MN","77","169.3"
"Grant County, MN","4","66.9"
"Hennepin County, MN","4,576","406.5"
"Houston County, MN","26","132.8"
"Hubbard County, MN","27","145.9"
"Isanti County, MN","39","102.2"
"Itasca County, MN","69","156.7"
"Jackson County, MN","6","54.9"
"Kanabec County, MN","16","99.8"
"Kandiyohi County, MN","79","193.3"
"Kittson County, MN","0","0.0"
"Koochiching County, MN","18","133.6"
"Lac Qui Parle County, MN","4","55.0"
"Lake County, MN","7","64.9"
"Lake Of The Woods County, MN","1","24.0"
"Le Sueur County, MN","19","68.8"
"Lincoln County, MN","3","51.2"
"Lyon County, MN","55","221.4"
"Mcleod County, MN","30","81.4"
"Mahnomen County, MN","7","139.9"
"Marshall County, MN","5","52.1"
"Martin County, MN","28","136.6"
"Meeker County, MN","17","72.9"
"Mille Lacs County, MN","35","134.8"
"Morrison County, MN","26","79.8"
"Mower County, MN","87","228.2"
"Murray County, MN","7","81.4"
"Nicollet County, MN","23","73.0"
"Nobles County, MN","58","289.2"
"Norman County, MN","2","29.8"
"Olmsted County, MN","255","185.3"
"Otter Tail County, MN","33","57.8"
"Pennington County, MN","14","101.7"
"Pine County, MN","30","107.5"
"Pipestone County, MN","1","10.8"
"Polk County, MN","34","110.7"
"Pope County, MN","11","99.9"
"Ramsey County, MN","2,315","466.0"
"Red Lake County, MN","4","97.0"
"Redwood County, MN","19","120.9"
"Renville County, MN","18","110.4"
"Rice County, MN","104","168.9"
"Rock County, MN","2","21.4"
"Roseau County, MN","12","75.0"
"St. Louis County, MN","483","246.5"
"Scott County, MN","185","150.7"
"Sherburne County, MN","72","85.5"
"Sibley County, MN","3","20.0"
"Stearns County, MN","381","262.9"
"Steele County, MN","59","163.6"
"Stevens County, MN","6","62.1"
"Swift County, MN","15","134.0"
"Todd County, MN","17","71.1"
"Traverse County, MN","0","0.0"
"Wabasha County, MN","24","109.7"
"Wadena County, MN","3","22.6"
"Waseca County, MN","32","165.3"
"Washington County, MN","315","142.0"
"Watonwan County, MN","16","143.8"
"Wilkin County, MN","1","15.4"
"Winona County, MN","76","153.5"
"Wright County, MN","117","102.6"
"Yellow Medicine County, MN","11","106.5"
"Adams County, MS","243","756.4"
"Alcorn County, MS","69","194.8"
"Amite County, MS","65","482.9"
"Attala County, MS","182","936.3"
"Benton County, MS","305","3830.7"
"Bolivar County, MS","302","802.2"
"Calhoun County, MS","72","492.5"
"Carroll County, MS","52","507.1"
"Chickasaw County, MS","147","775.6"
"Choctaw County, MS","53","576.8"
"Claiborne County, MS","92","830.6"
"Clarke County, MS","133","769.5"
"Clay County, MS","128","610.1"
"Coahoma County, MS","255","912.8"
"Copiah County, MS","270","922.6"
"Covington County, MS","135","667.3"
"Desoto County, MS","371","256.9"
"Forrest County, MS","792","1030.6"
"Franklin County, MS","43","523.2"
"George County, MS","63","290.6"
"Greene County, MS","34","259.9"
"Grenada County, MS","102","442.4"
"Hancock County, MS","81","210.9"
"Harrison County, MS","941","550.1"
"Hinds County, MS","3,046","1215.4"
"Holmes County, MS","331","1609.2"
"Humphreys County, MS","135","1344.9"
"Issaquena County, MS","11","623.6"
"Itawamba County, MS","42","183.4"
"Jackson County, MS","433","338.6"
"Jasper County, MS","137","765.2"
"Jefferson County, MS","95","1058.3"
"Jefferson Davis County, MS","113","876.9"
"Jones County, MS","449","674.5"
"Kemper County, MS","83","821.3"
"Lafayette County, MS","204","476.6"
"Lamar County, MS","80","171.1"
"Lauderdale County, MS","664","863.4"
"Lawrence County, MS","116","881.9"
"Leake County, MS","187","825.6"
"Lee County, MS","558","704.4"
"Leflore County, MS","466","1322.6"
"Lincoln County, MS","174","509.2"
"Lowndes County, MS","392","658.7"
"Madison County, MS","507","580.5"
"Marion County, MS","165","647.3"
"Marshall County, MS","0","0.0"
"Monroe County, MS","158","424.8"
"Montgomery County, MS","79","682.2"
"Neshoba County, MS","219","736.0"
"Newton County, MS","179","804.6"
"Noxubee County, MS","131","1104.3"
"Oktibbeha County, MS","269","622.4"
"Panola County, MS","245","700.4"
"Pearl River County, MS","127","227.2"
"Perry County, MS","42","351.8"
"Pike County, MS","297","744.1"
"Pontotoc County, MS","73","253.4"
"Prentiss County, MS","49","191.9"
"Quitman County, MS","53","584.0"
"Rankin County, MS","378","278.8"
"Scott County, MS","221","760.3"
"Sharkey County, MS","55","961.9"
"Simpson County, MS","113","404.7"
"Smith County, MS","65","407.5"
"Stone County, MS","65","422.4"
"Sunflower County, MS","245","787.1"
"Tallahatchie County, MS","180","1336.1"
"Tate County, MS","141","528.0"
"Tippah County, MS","58","271.8"
"Tishomingo County, MS","30","157.4"
"Tunica County, MS","113","1083.9"
"Union County, MS","96","356.5"
"Walthall County, MS","77","498.6"
"Warren County, MS","401","814.8"
"Washington County, MS","696","1232.6"
"Wayne County, MS","144","683.2"
"Webster County, MS","33","337.5"
"Wilkinson County, MS","73","701.9"
"Winston County, MS","183","932.5"
"Yalobusha County, MS","84","619.1"
"Yazoo County, MS","312","1098.3"
"Adair County, MO","59","239.2"
"Andrew County, MO","26","154.5"
"Atchison County, MO","2","33.1"
"Audrain County, MO","121","471.2"
"Barry County, MO","35","97.5"
"Barton County, MO","10","77.7"
"Bates County, MO","21","123.8"
"Benton County, MO","40","218.4"
"Bollinger County, MO","11","91.0"
"Boone County, MO","798","532.4"
"Buchanan County, MO","348","397.6"
"Butler County, MO","128","309.2"
"Caldwell County, MO","12","130.4"
"Callaway County, MO","131","304.8"
"Camden County, MO","39","98.4"
"Cape Girardeau County, MO","389","538.9"
"Carroll County, MO","16","161.2"
"Carter County, MO","2","34.0"
"Cass County, MO","155","162.5"
"Cedar County, MO","24","173.4"
"Chariton County, MO","21","267.0"
"Christian County, MO","83","118.6"
"Clark County, MO","5","69.6"
"Clay County, MO","464","218.9"
"Clinton County, MO","39","190.0"
"Cole County, MO","298","406.8"
"Cooper County, MO","38","217.4"
"Crawford County, MO","33","139.0"
"Dade County, MO","13","171.0"
"Dallas County, MO","17","103.2"
"Daviess County, MO","5","61.8"
"Dekalb County, MO","12","96.6"
"Dent County, MO","26","172.3"
"Douglas County, MO","17","126.9"
"Dunklin County, MO","75","235.9"
"Franklin County, MO","139","140.3"
"Gasconade County, MO","13","84.3"
"Gentry County, MO","2","31.6"
"Greene County, MO","825","318.3"
"Grundy County, MO","15","147.4"
"Harrison County, MO","16","184.1"
"Henry County, MO","33","146.8"
"Hickory County, MO","13","144.0"
"Holt County, MO","3","60.7"
"Howard County, MO","39","395.3"
"Howell County, MO","54","140.8"
"Iron County, MO","21","206.7"
"Jackson County, MO","4,786","703.3"
"Jasper County, MO","376","332.6"
"Jefferson County, MO","229","107.3"
"Johnson County, MO","256","498.2"
"Knox County, MO","3","74.1"
"Laclede County, MO","65","186.4"
"Lafayette County, MO","68","207.3"
"Lawrence County, MO","48","129.2"
"Lewis County, MO","8","79.9"
"Lincoln County, MO","74","149.0"
"Linn County, MO","28","218.5"
"Livingston County, MO","18","128.1"
"Mcdonald County, MO","35","152.6"
"Macon County, MO","32","206.8"
"Madison County, MO","20","164.9"
"Maries County, MO","9","99.7"
"Marion County, MO","106","375.7"
"Mercer County, MO","0","0.0"
"Miller County, MO","44","178.1"
"Mississippi County, MO","77","566.4"
"Moniteau County, MO","28","185.7"
"Monroe County, MO","8","87.3"
"Montgomery County, MO","18","151.1"
"Morgan County, MO","26","126.5"
"New Madrid County, MO","43","241.6"
"Newton County, MO","78","140.8"
"Nodaway County, MO","60","273.2"
"Oregon County, MO","9","86.9"
"Osage County, MO","12","89.6"
"Ozark County, MO","6","63.9"
"Pemiscot County, MO","126","669.3"
"Perry County, MO","18","97.4"
"Pettis County, MO","151","372.2"
"Phelps County, MO","118","278.1"
"Pike County, MO","46","246.8"
"Platte County, MO","167","194.8"
"Polk County, MO","32","107.9"
"Pulaski County, MO","250","586.8"
"Putnam County, MO","4","79.9"
"Ralls County, MO","15","154.4"
"Randolph County, MO","61","239.3"
"Ray County, MO","47","198.4"
"Reynolds County, MO","1","15.6"
"Ripley County, MO","11","80.9"
"St. Charles County, MO","536","159.6"
"St. Clair County, MO","14","149.3"
"Ste. Genevieve County, MO","19","106.0"
"St. Francois County, MO","145","233.5"
"St. Louis County, MO","4,876","489.3"
"Saline County, MO","61","267.4"
"Schuyler County, MO","2","49.1"
"Scotland County, MO","9","187.8"
"Scott County, MO","0","0.0"
"Shannon County, MO","1","12.2"
"Shelby County, MO","4","61.6"
"Stoddard County, MO","46","154.3"
"Stone County, MO","23","74.3"
"Sullivan County, MO","10","146.6"
"Taney County, MO","88","198.1"
"Texas County, MO","40","163.3"
"Vernon County, MO","34","168.9"
"Warren County, MO","59","199.4"
"Washington County, MO","44","182.2"
"Wayne County, MO","13","102.6"
"Webster County, MO","45","128.4"
"Worth County, MO","3","145.7"
